episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,1.0,0.3224531127457504,2.691184424813515,-84.01283917310788,-15.0,0.6,1,0.0,False,True,0.6063738676031092,1,23.11822180235112,265.82,prepare,0.0
40,2.0,0.3224972246990916,2.69137291727411,-84.00607495570647,30.0,0.6,4,0.8,False,True,0.6055829085685207,1,23.11822180235112,265.885,in_progress,0.0
40,3.0,0.3229547291408382,2.686582540954875,-83.99498785273406,30.0,0.6,4,0.8,False,True,0.6263974903983084,1,23.11822180235112,265.963,in_progress,0.0
40,4.0,0.3240590051674649,2.6698835894086197,-84.18453711054661,0.0,0.6,2,1.0,False,True,0.6985933850300098,1,23.11822180235112,266.036,in_progress,0.0
40,5.0,0.3312394157663559,2.6281060822544666,-83.47881625491938,30.0,0.6,4,0.8,False,True,0.881879973953865,1,23.11822180235112,266.098,in_progress,0.0
40,6.0,0.3393434743125277,2.5916342813104825,-82.58845853825267,30.0,0.6,4,0.8,False,True,1.043009038191853,2,23.11822180235112,266.165,in_progress,0.0
40,7.0,0.35073594822364645,2.5548407325285534,-81.06020125611903,0.0,0.6,2,1.0,False,True,1.207521914772767,2,23.11822180235112,266.237,in_progress,0.0
40,8.0,0.3632066617185563,2.5175208348250493,-79.5066185883544,30.0,0.6,4,0.8,False,True,1.378001591246431,2,23.11822180235112,266.325,in_progress,0.0
40,9.0,0.38365757852468363,2.4644675306641455,-77.09956453091273,15.0,0.6,3,1.0,False,True,1.6198932595662876,2,23.11822180235112,266.363,in_progress,0.0
40,10.0,0.3944633256050712,2.442408899663435,-75.75275653925934,0.0,0.6,2,1.0,False,True,1.7223102963906736,3,23.11822180235112,266.383,in_progress,0.0
40,11.0,0.4073249805613704,2.417284189202347,-74.23266558113933,-15.0,0.6,1,1.0,False,True,1.8394062843965011,3,23.11822180235112,266.464,in_progress,0.0
40,12.0,0.42697421072931907,2.374678619538746,-72.47643602809761,-30.0,0.6,0,0.8,False,True,2.045200807037126,3,23.11822180235112,266.556,in_progress,0.0
40,13.0,0.44518645404332435,2.3188217256214494,-72.37550871195987,15.0,0.6,3,1.0,False,True,2.298332759436319,4,23.11822180235112,266.615,in_progress,0.0
