episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,0.32249722469909053,2.69137291727412,-84.00607495570647,-15.0,0.6,1,0.0,False,True,0.6055829085685207,1,23.11822180235112,130.928,prepare,0.0
20,2.0,0.32249722469909053,2.69137291727412,-84.00607495570647,30.0,0.6,4,0.8,False,True,0.6055829085685207,1,23.11822180235112,131.008,in_progress,0.0
20,3.0,0.31951379764980514,2.6798257507491527,-85.11892295921014,15.0,0.6,3,1.0,False,True,0.6536192200466604,1,23.11822180235112,131.059,in_progress,0.0
20,4.0,0.3188643062069512,2.665783009643506,-85.58464677438153,30.0,0.6,4,0.8,False,True,0.7129847303389802,1,23.11822180235112,131.13,in_progress,0.0
20,5.0,0.3165777064681878,2.6400527743049915,-86.61696693351212,15.0,0.6,3,1.0,False,True,0.8217760889232151,1,23.11822180235112,131.198,in_progress,0.0
20,6.0,0.3137358142267689,2.599500849691439,-87.8412445582269,30.0,0.6,4,0.8,False,True,0.9937005681477552,2,23.11822180235112,131.265,in_progress,0.0
20,7.0,0.3152971686410773,2.553510637199593,-87.8819367439353,0.0,0.6,2,1.0,False,True,1.1915998019998189,2,23.11822180235112,131.336,in_progress,0.0
20,8.0,0.3188236185015757,2.512217023404703,-87.40132948542093,15.0,0.6,3,1.0,False,True,1.3650288464264295,2,23.11822180235112,131.4,in_progress,0.0
20,9.0,0.3216186903507619,2.4674818178711395,-87.3372361480821,-30.0,0.6,0,0.8,False,True,1.55743136234302,2,23.11822180235112,131.478,in_progress,0.0
20,10.0,0.3242179305948368,2.4195031721882767,-87.20605315240024,15.0,0.6,3,1.0,False,True,1.7634647556525163,3,23.11822180235112,131.537,in_progress,0.0
20,11.0,0.32583727918808775,2.378170702951423,-87.2800472299254,0.0,0.6,2,1.0,False,True,1.9404616130059467,3,23.11822180235112,131.6,in_progress,0.0
20,12.0,0.3280804989531325,2.335075869139454,-87.24590221646763,-15.0,0.6,1,1.0,False,True,2.116110280703619,3,23.11822180235112,131.669,in_progress,0.0
20,13.0,0.3285914950303254,2.286978205890156,-87.61162837137223,-30.0,0.6,0,0.8,False,True,2.3193478780349372,4,23.11822180235112,131.743,in_progress,0.0
